CODIGO	CD_BANCO	VALOR	DIAS_PRIMEIRA_PARCELA	TIPO_CLIENTE	CD_SEXO	QTDE_DIVIDAS_ANTERIORES	CD_CARTEIRA_CLIENTE	IDADE	GRUPO_IDADE_CONTA	ALVO_1_0
98357	B237	142	21	VIP	 	16	C	40	ENTRE 9 E 14 ANOS	0
98358	B237	142	17	VIP	 	16	C	40	ENTRE 9 E 14 ANOS	0
98359	B237	281	35	VIP	F	1	C	34	ENTRE 4 E 9 ANOS	0
98360	B341	981	15	EXPERIENTE	M	4	C	31	ENTRE 9 E 14 ANOS	1
98361	B341	981	7	EXPERIENTE	M	4	C	31	ENTRE 9 E 14 ANOS	1
98362	B341	980	17	EXPERIENTE	M	4	C	31	ENTRE 9 E 14 ANOS	1
98363	B399	317	12	NOVO	F	2	C	32	ENTRE 1 E 2 ANOS	1
98364	B341	384	22	VIP	F	9	C	31	ENTRE 2 E 4 ANOS	1
98365	B341	296	22	NEUTRO	M	3	C	37	MAIOR OU IGUAL A 15	0
98366	B341	294	28	NEUTRO	M	3	C	37	MAIOR OU IGUAL A 15	0
98367	B341	294	29	NEUTRO	M	3	C	37	MAIOR OU IGUAL A 15	0
98368	B1	570	10	VIP	F	0	C	38	MAIOR OU IGUAL A 15	0
98369	B341	199	16	NEUTRO	M	5	C	35	ENTRE 9 E 14 ANOS	1
98370	B341	199	18	NEUTRO	M	5	C	35	ENTRE 9 E 14 ANOS	1
98371	B341	199	17	NEUTRO	M	5	C	36	MAIOR OU IGUAL A 15	1
98372	B399	2582	11	NEUTRO	M	0	C	36	ENTRE 4 E 9 ANOS	0
98373	B399	2582	7	NEUTRO	M	0	C	36	ENTRE 4 E 9 ANOS	0
98374	B33	920	19	NEUTRO	M	8	E	33	ENTRE 1 E 2 ANOS	0
98375	B33	920	25	NEUTRO	M	8	E	33	ENTRE 1 E 2 ANOS	0
98376	B33	1920	91	NOVO	M	0	E	48	ENTRE 9 E 14 ANOS	0
98377	B341	1465	18	NEUTRO	M	0	E	30	ENTRE 2 E 4 ANOS	0
98378	B341	264	28	NEUTRO	M	0	E	27	ENTRE 4 E 9 ANOS	0
98383	B33	1160	32	NOVO	M	0	E	37	ENTRE 4 E 9 ANOS	0
98385	B341	2264	17	NOVO	I	10	E	30	ATÉ 1 ANO	0
98387	B237	1056	38	NOVO	F	0	E	53	ENTRE 2 E 4 ANOS	0
98388	B33	1935	56	NOVO	F	0	E	55	ENTRE 2 E 4 ANOS	0
98389	B1	599	15	NEUTRO	M	0	E	50	MAIOR OU IGUAL A 15	1
98390	B1	599	18	NEUTRO	M	0	E	51	MAIOR OU IGUAL A 15	1
98391	B237	1882	27	NEUTRO	 	0	E	46	MAIOR OU IGUAL A 15	0
98392	B237	2150	30	NOVO	M	0	E	38	ENTRE 9 E 14 ANOS	0
98393	B237	1882	17	NEUTRO	F	0	E	36	ENTRE 9 E 14 ANOS	0
98394	B237	837	6	VIP	M	0	E	59	ENTRE 9 E 14 ANOS	0
98395	B237	287	52	NEUTRO	M	16	E	28	ENTRE 9 E 14 ANOS	0
98396	B356	1014.22	35	NEUTRO	M	12	E	42	ENTRE 4 E 9 ANOS	0
98397	B356	1014	9	NEUTRO	M	12	E	42	ENTRE 4 E 9 ANOS	0
98398	B33	620	60	NEUTRO	M	0	E	33	ENTRE 9 E 14 ANOS	0
98399	B33	342	36	EXPERIENTE	 	9	E	NULL	ENTRE 1 E 2 ANOS	0
98400	B33	1710	43	NEUTRO	M	0	E	36	ENTRE 2 E 4 ANOS	0
98401	B33	1710	21	NEUTRO	M	0	E	36	ENTRE 2 E 4 ANOS	0
98402	B422	1500	13	NEUTRO	 	0	E	51	ENTRE 9 E 14 ANOS	1
98403	B33	611	10	NOVO	M	0	E	35	ENTRE 4 E 9 ANOS	0
98404	B237	925	25	NEUTRO	M	0	E	63	MAIOR OU IGUAL A 15	0
98405	B237	53	28	NOVO	F	0	E	30	MAIOR OU IGUAL A 15	1
98407	B237	1339	11	NOVO	M	16	E	34	ENTRE 1 E 2 ANOS	0
98409	B409	194	9	NEUTRO	M	3	F	30	ENTRE 2 E 4 ANOS	1
98412	B237	329	13	NEUTRO	F	11	A	32	ENTRE 4 E 9 ANOS	1
98427	B104	448	15	EXPERIENTE	M	16	A	54	ENTRE 1 E 2 ANOS	0
98428	B104	448	17	EXPERIENTE	M	16	A	54	ENTRE 1 E 2 ANOS	0
98429	B104	448	13	EXPERIENTE	M	16	A	54	ENTRE 1 E 2 ANOS	0
98430	B104	448	34	EXPERIENTE	M	16	A	54	ENTRE 1 E 2 ANOS	0
98431	B104	448	14	EXPERIENTE	M	16	A	54	ENTRE 1 E 2 ANOS	0
98432	B104	625	16	EXPERIENTE	M	16	A	54	ENTRE 1 E 2 ANOS	0
98433	B104	625	18	EXPERIENTE	M	16	A	54	ENTRE 1 E 2 ANOS	0
98446	B237	130	11	NEUTRO	M	16	A	27	ENTRE 2 E 4 ANOS	1
98452	B33	50	11	NOVO	F	3	A	25	ENTRE 1 E 2 ANOS	0
98453	B33	50	10	NOVO	F	3	A	25	ENTRE 1 E 2 ANOS	0
98454	B33	52	17	NOVO	F	3	A	25	ENTRE 1 E 2 ANOS	0
98480	B341	35	14	NOVO	F	2	A	57	ATÉ 1 ANO	1
98481	B341	35	12	NOVO	F	2	A	57	ATÉ 1 ANO	0
98482	B341	35	17	NOVO	F	2	A	57	ENTRE 1 E 2 ANOS	0
98483	B237	399	14	NOVO	 	16	A	46	ENTRE 9 E 14 ANOS	0
98484	B237	399	12	NOVO	 	16	A	46	ENTRE 9 E 14 ANOS	1
98485	B237	399	24	NOVO	 	16	A	46	ENTRE 9 E 14 ANOS	0
98498	B237	139	17	EXPERIENTE	M	16	A	43	ENTRE 9 E 14 ANOS	0
98499	B237	139	36	EXPERIENTE	M	16	A	43	ENTRE 9 E 14 ANOS	0
98500	B237	139	17	EXPERIENTE	M	16	A	43	ENTRE 9 E 14 ANOS	0
98501	B237	139	6	EXPERIENTE	M	16	A	44	ENTRE 9 E 14 ANOS	0
98502	B237	139	12	EXPERIENTE	M	16	A	44	ENTRE 9 E 14 ANOS	0
98507	B33	139	12	VIP	M	2	A	47	ENTRE 1 E 2 ANOS	1
98508	B33	139	25	VIP	M	2	A	47	ENTRE 1 E 2 ANOS	0
98509	B33	139	21	VIP	M	2	A	47	ENTRE 1 E 2 ANOS	1
98524	B237	137	13	NOVO	F	16	A	32	ENTRE 2 E 4 ANOS	1
98525	B1	239	12	NEUTRO	F	16	A	32	ENTRE 9 E 14 ANOS	0
98526	B1	239	12	NEUTRO	F	16	A	32	ENTRE 9 E 14 ANOS	0
98527	B1	239	37	NEUTRO	F	16	A	33	ENTRE 9 E 14 ANOS	0
98528	B1	239	27	NEUTRO	F	16	A	33	ENTRE 9 E 14 ANOS	1
98529	B399	117	13	NOVO	 	5	A	35	ENTRE 1 E 2 ANOS	1
98530	B399	117	18	NOVO	 	5	A	35	ENTRE 1 E 2 ANOS	1
98556	B104	179	33	NOVO	M	0	C	26	ENTRE 2 E 4 ANOS	1
98557	B341	138	21	VIP	F	1	C	59	ENTRE 4 E 9 ANOS	1
98558	B1	506	28	VIP	 	3	C	57	MAIOR OU IGUAL A 15	1
98559	B104	113	13	EXPERIENTE	M	4	C	49	ENTRE 1 E 2 ANOS	0
98560	B104	113	21	EXPERIENTE	M	4	C	50	ENTRE 1 E 2 ANOS	0
98561	B104	113	15	EXPERIENTE	M	4	C	50	ENTRE 1 E 2 ANOS	0
98562	B341	258	16	NEUTRO	M	2	C	50	ENTRE 4 E 9 ANOS	0
98563	B341	258	26	NEUTRO	M	2	C	50	ENTRE 4 E 9 ANOS	0
98564	B237	429	9	NEUTRO	M	3	C	48	ENTRE 4 E 9 ANOS	0
98565	B237	428	14	NEUTRO	M	3	C	48	ENTRE 4 E 9 ANOS	0
98566	B237	428	14	NEUTRO	M	3	C	48	ENTRE 4 E 9 ANOS	0
98567	B1	1400	30	VIP	F	8	C	55	MAIOR OU IGUAL A 15	0
98568	B1	1400	46	VIP	F	8	C	55	MAIOR OU IGUAL A 15	0
98569	B1	1400	37	VIP	F	8	C	55	MAIOR OU IGUAL A 15	0
98570	B1	1400	34	VIP	F	8	C	55	MAIOR OU IGUAL A 15	0
98571	B1	1400	23	VIP	F	8	C	55	MAIOR OU IGUAL A 15	0
98572	B1	115.6	24	VIP	I	0	C	65	MAIOR OU IGUAL A 15	1
98573	B1	110	23	VIP	I	0	C	66	MAIOR OU IGUAL A 15	1
98574	B399	144	11	NEUTRO	F	13	C	55	MAIOR OU IGUAL A 15	0
98575	B399	144	18	NEUTRO	F	13	C	55	MAIOR OU IGUAL A 15	0
98576	B341	270	13	EXPERIENTE	F	0	C	29	ENTRE 9 E 14 ANOS	1
98577	B237	461	22	NOVO	M	5	C	34	ENTRE 4 E 9 ANOS	0
98578	B237	461	35	NOVO	M	5	C	34	ENTRE 4 E 9 ANOS	0
98579	B237	461	28	NOVO	M	5	C	34	ENTRE 4 E 9 ANOS	0
98580	B1	475	20	VIP	I	9	C	33	ENTRE 9 E 14 ANOS	1
98581	B341	2000	11	NOVO	M	0	C	28	ENTRE 1 E 2 ANOS	0
98582	B1	456	30	VIP	 	0	C	74	ENTRE 9 E 14 ANOS	0
98583	B104	98	22	NOVO	 	0	C	57	ENTRE 1 E 2 ANOS	0
98584	B237	161	23	NEUTRO	M	5	C	43	ENTRE 1 E 2 ANOS	0
98585	B237	161	25	NEUTRO	M	5	C	43	ENTRE 1 E 2 ANOS	0
98586	B399	87	11	EXPERIENTE	M	0	C	44	ENTRE 2 E 4 ANOS	1
98587	B399	84	14	EXPERIENTE	M	0	C	45	ENTRE 2 E 4 ANOS	1
98588	B33	111	23	VIP	F	16	C	112	ENTRE 1 E 2 ANOS	1
98589	B1	201	21	VIP	M	16	C	35	ENTRE 4 E 9 ANOS	0
98590	B1	201	20	VIP	M	16	C	35	ENTRE 4 E 9 ANOS	0
98591	B1	201	21	VIP	M	16	C	35	ENTRE 4 E 9 ANOS	0
98592	B341	1493	30	NEUTRO	F	0	C	34	ATÉ 1 ANO	1
98593	B341	515	30	NOVO	F	0	C	31	ENTRE 1 E 2 ANOS	0
98594	B341	515	7	NOVO	F	0	C	31	ENTRE 1 E 2 ANOS	0
98595	B341	515	31	NOVO	F	0	C	31	ENTRE 1 E 2 ANOS	0
98596	B341	470	30	NOVO	F	0	C	31	ENTRE 1 E 2 ANOS	0
98597	B341	466	25	NOVO	F	0	C	31	ENTRE 1 E 2 ANOS	0
98598	B341	466	28	NOVO	F	0	C	31	ENTRE 1 E 2 ANOS	0
98599	B399	160	27	NOVO	M	2	C	75	ENTRE 9 E 14 ANOS	1
98600	B237	1071	17	NEUTRO	M	2	C	49	ENTRE 9 E 14 ANOS	0
98601	B237	1071	20	NEUTRO	M	2	C	49	ENTRE 9 E 14 ANOS	0
98602	B341	490	31	EXPERIENTE	M	2	C	64	ENTRE 4 E 9 ANOS	0
98603	B341	486	23	EXPERIENTE	M	2	C	64	ENTRE 4 E 9 ANOS	1
98604	B341	486	33	EXPERIENTE	M	2	C	64	ENTRE 4 E 9 ANOS	0
98605	B341	486	26	EXPERIENTE	M	2	C	64	ENTRE 4 E 9 ANOS	1
98606	B341	486	21	EXPERIENTE	M	2	C	64	ENTRE 4 E 9 ANOS	0
98607	B341	486	21	EXPERIENTE	M	2	C	64	ENTRE 4 E 9 ANOS	0
98608	B1	400	17	NEUTRO	M	0	C	55	ENTRE 4 E 9 ANOS	1
98609	B237	551	18	NEUTRO	M	0	C	45	MAIOR OU IGUAL A 15	1
98610	B341	440	16	NEUTRO	M	4	C	44	ENTRE 2 E 4 ANOS	0
98611	B341	440	21	NEUTRO	M	4	C	45	ENTRE 4 E 9 ANOS	0
98612	B341	440	18	NEUTRO	M	4	C	45	ENTRE 4 E 9 ANOS	0
98613	B341	440	30	NEUTRO	M	4	C	45	ENTRE 4 E 9 ANOS	0
98614	B341	440	14	NEUTRO	M	4	C	45	ENTRE 4 E 9 ANOS	0
98615	B341	440	22	NEUTRO	M	4	C	45	ENTRE 4 E 9 ANOS	0
98616	B341	185	19	NEUTRO	M	0	C	38	ENTRE 2 E 4 ANOS	1
98617	B341	167	48	NEUTRO	F	2	C	32	ENTRE 9 E 14 ANOS	1
98618	B237	135	22	NEUTRO	 	0	C	30	ENTRE 9 E 14 ANOS	1
98619	B237	242	47	VIP	M	8	C	34	ENTRE 9 E 14 ANOS	0
98620	B237	242	19	VIP	M	8	C	34	ENTRE 9 E 14 ANOS	0
98621	B237	242	16	VIP	M	8	C	34	ENTRE 9 E 14 ANOS	0
98623	B341	2390	23	NOVO	M	0	C	25	ENTRE 4 E 9 ANOS	0
98624	B1	123	23	VIP	F	0	C	69	MAIOR OU IGUAL A 15	0
98625	B1	123	22	VIP	F	0	C	69	MAIOR OU IGUAL A 15	1
98626	B341	438	30	NOVO	M	0	C	NULL	ENTRE 4 E 9 ANOS	1
98627	B341	102	43	NEUTRO	M	16	C	60	ENTRE 2 E 4 ANOS	0
98628	B341	102	35	NEUTRO	M	16	C	60	ENTRE 2 E 4 ANOS	0
98629	B104	144	17	EXPERIENTE	M	14	C	63	ENTRE 2 E 4 ANOS	0
98630	B104	144	21	EXPERIENTE	M	14	C	63	ENTRE 2 E 4 ANOS	0
98631	B104	144	22	EXPERIENTE	M	14	C	64	ENTRE 2 E 4 ANOS	1
98632	B104	144	29	EXPERIENTE	M	14	C	64	ENTRE 2 E 4 ANOS	1
98633	B104	196	21	VIP	M	0	C	60	ENTRE 4 E 9 ANOS	1
98634	B341	181	34	VIP	M	0	C	40	MAIOR OU IGUAL A 15	1
98635	B341	181	13	VIP	M	0	C	40	MAIOR OU IGUAL A 15	1
98636	B1	150	22	VIP	M	0	C	51	ENTRE 9 E 14 ANOS	0
98637	B237	1590	30	NEUTRO	M	0	C	38	ENTRE 9 E 14 ANOS	0
98638	B1	321	18	NOVO	F	7	C	33	MAIOR OU IGUAL A 15	1
98639	B237	2200	23	NOVO	M	0	C	34	ENTRE 9 E 14 ANOS	0
98640	B237	2650	23	NOVO	M	0	C	33	ENTRE 9 E 14 ANOS	0
98641	B237	625	28	VIP	M	16	C	33	ENTRE 4 E 9 ANOS	1
98642	B237	625	15	VIP	M	16	C	33	ENTRE 4 E 9 ANOS	1
98643	B237	625	9	VIP	M	16	C	33	ENTRE 4 E 9 ANOS	1
98644	B389	809	30	VIP	M	16	C	33	ENTRE 2 E 4 ANOS	1
98645	B389	809	22	VIP	M	16	C	33	ENTRE 2 E 4 ANOS	1
98646	B389	809	12	VIP	M	16	C	33	ENTRE 2 E 4 ANOS	1
98647	B389	809	11	VIP	M	16	C	33	ENTRE 2 E 4 ANOS	1
98648	B237	627	19	EXPERIENTE	M	0	C	25	ENTRE 4 E 9 ANOS	1
98649	B237	627	19	EXPERIENTE	M	0	C	25	ENTRE 4 E 9 ANOS	1
98650	B237	358.33	19	VIP	M	16	C	NULL	ENTRE 4 E 9 ANOS	0
98651	B237	358.33	18	VIP	M	16	C	NULL	ENTRE 4 E 9 ANOS	0
98652	B237	358.33	20	VIP	M	16	C	NULL	ENTRE 4 E 9 ANOS	0
98653	B237	358.33	30	VIP	M	16	C	NULL	ENTRE 4 E 9 ANOS	0
98654	B237	548.35	16	VIP	M	16	C	NULL	ENTRE 4 E 9 ANOS	0
98655	B237	548.33	36	VIP	M	16	C	NULL	ENTRE 4 E 9 ANOS	0
98656	B237	548.33	35	VIP	M	16	C	NULL	ENTRE 4 E 9 ANOS	0
98657	B237	548.33	23	VIP	M	16	C	NULL	ENTRE 4 E 9 ANOS	0
98658	B1	340	11	NEUTRO	F	3	C	24	ENTRE 4 E 9 ANOS	0
98659	B1	336	13	NEUTRO	F	3	C	25	ENTRE 4 E 9 ANOS	0
98660	B1	336	10	NEUTRO	F	3	C	25	ENTRE 4 E 9 ANOS	0
98661	B341	418	17	NOVO	M	0	C	NULL	ENTRE 2 E 4 ANOS	1
98662	B341	418	22	NOVO	M	0	C	NULL	ENTRE 2 E 4 ANOS	1
98663	B237	267	15	NOVO	M	14	C	63	MAIOR OU IGUAL A 15	0
98664	B237	267	19	NOVO	M	14	C	63	MAIOR OU IGUAL A 15	0
98665	B237	267	18	NOVO	M	14	C	63	MAIOR OU IGUAL A 15	0
98666	B237	267	15	NOVO	M	14	C	63	MAIOR OU IGUAL A 15	0
98667	B237	267	22	NOVO	M	14	C	63	MAIOR OU IGUAL A 15	0
98668	B33	2095	23	NOVO	 	0	C	NULL	ENTRE 2 E 4 ANOS	0
98669	B341	385	33	NOVO	F	6	C	64	ENTRE 9 E 14 ANOS	1
98670	B341	385	23	NOVO	F	6	C	64	ENTRE 9 E 14 ANOS	1
98671	B341	385	28	NOVO	F	6	C	64	ENTRE 9 E 14 ANOS	1
98672	B33	957	14	EXPERIENTE	 	16	C	49	ENTRE 1 E 2 ANOS	1
98673	B33	957	35	EXPERIENTE	 	16	C	49	ENTRE 1 E 2 ANOS	0
98674	B33	957	24	EXPERIENTE	 	16	C	49	ENTRE 1 E 2 ANOS	0
98675	B33	957	11	EXPERIENTE	 	16	C	49	ENTRE 1 E 2 ANOS	0
98676	B341	525	24	EXPERIENTE	M	16	C	47	ENTRE 1 E 2 ANOS	0
98677	B341	525	46	EXPERIENTE	M	16	C	47	ENTRE 1 E 2 ANOS	0
98678	B341	525	14	EXPERIENTE	M	16	C	47	ENTRE 1 E 2 ANOS	0
98679	B756	386.95	32	VIP	M	11	C	45	ENTRE 2 E 4 ANOS	1
98680	B1	433	28	VIP	M	16	C	46	ENTRE 4 E 9 ANOS	0
98681	B1	433	30	VIP	M	16	C	47	ENTRE 4 E 9 ANOS	0
98682	B341	155	18	VIP	M	16	C	40	ENTRE 1 E 2 ANOS	0
98683	B341	155	29	VIP	M	16	C	40	ENTRE 1 E 2 ANOS	0
98684	B341	155	22	VIP	M	16	C	41	ENTRE 1 E 2 ANOS	0
98685	B341	155	27	VIP	M	16	C	41	ENTRE 1 E 2 ANOS	0
98686	B1	390	66	NEUTRO	M	1	C	39	ENTRE 9 E 14 ANOS	0
98687	B237	253.35	27	VIP	M	0	C	41	MAIOR OU IGUAL A 15	1
98688	B237	253.33	20	VIP	M	0	C	41	MAIOR OU IGUAL A 15	1
98689	B237	253.33	40	VIP	M	0	C	41	MAIOR OU IGUAL A 15	1
98690	B237	253.33	15	VIP	M	0	C	41	MAIOR OU IGUAL A 15	1
98691	B237	253.33	27	VIP	M	0	C	41	MAIOR OU IGUAL A 15	1
98692	B237	253.33	18	VIP	M	0	C	41	MAIOR OU IGUAL A 15	1
98693	B237	418	21	EXPERIENTE	M	16	C	39	ENTRE 9 E 14 ANOS	0
98694	B237	418	42	EXPERIENTE	M	16	C	39	ENTRE 9 E 14 ANOS	1
98695	B356	4000	10	NOVO	M	16	C	30	ENTRE 4 E 9 ANOS	0
98696	B356	4000	20	NOVO	M	16	C	31	ENTRE 4 E 9 ANOS	0
98697	B33	492	16	NOVO	M	3	C	NULL	ENTRE 1 E 2 ANOS	0
98698	B237	435.66	20	NOVO	F	5	C	50	ENTRE 4 E 9 ANOS	0
98699	B237	435.66	18	NOVO	F	5	C	51	ENTRE 4 E 9 ANOS	0
98699	B237	435.66	18	NOVO	F	5	C	51	ENTRE 4 E 9 ANOS	0
98700	B237	435.66	38	NOVO	F	5	C	51	ENTRE 4 E 9 ANOS	0
98701	B237	435.66	20	NOVO	F	5	C	51	ENTRE 4 E 9 ANOS	0
98702	B237	435.66	30	NOVO	F	5	C	51	ENTRE 4 E 9 ANOS	0
98703	B1	257	21	EXPERIENTE	M	13	C	35	ENTRE 1 E 2 ANOS	1
98704	B1	257	26	EXPERIENTE	M	13	C	35	ENTRE 1 E 2 ANOS	1
98705	B389	336	23	EXPERIENTE	M	0	C	41	ENTRE 9 E 14 ANOS	0
98706	B1	167	21	EXPERIENTE	M	0	C	37	MAIOR OU IGUAL A 15	0
98707	B4	262	13	NOVO	M	0	C	34	ENTRE 4 E 9 ANOS	0
98708	B341	378	11	NOVO	F	16	C	34	ENTRE 4 E 9 ANOS	0
98709	B237	310	14	NEUTRO	M	1	C	34	ENTRE 4 E 9 ANOS	0
98710	B237	415	15	NEUTRO	F	0	C	31	ENTRE 1 E 2 ANOS	1
98711	B341	540	17	NEUTRO	M	3	C	42	ENTRE 9 E 14 ANOS	0
98712	B341	540	33	NEUTRO	M	3	C	42	ENTRE 9 E 14 ANOS	0
98713	B756	1485	18	EXPERIENTE	F	14	C	26	ENTRE 2 E 4 ANOS	0
98714	B1	296	31	EXPERIENTE	F	0	C	28	ENTRE 1 E 2 ANOS	1
98715	B756	739	35	VIP	M	0	C	29	ENTRE 4 E 9 ANOS	0
98716	B399	512	19	EXPERIENTE	M	3	C	33	ENTRE 4 E 9 ANOS	1
98717	B399	510	17	EXPERIENTE	M	3	C	33	ENTRE 4 E 9 ANOS	0
98718	B237	140	26	NOVO	M	3	C	43	ENTRE 1 E 2 ANOS	0
98719	B104	299	26	EXPERIENTE	 	3	C	23	ENTRE 1 E 2 ANOS	0
98720	B104	299	23	EXPERIENTE	 	3	C	23	ENTRE 1 E 2 ANOS	0
98721	B104	299	24	EXPERIENTE	 	3	C	23	ENTRE 1 E 2 ANOS	0
98722	B399	225	27	EXPERIENTE	F	5	C	44	ENTRE 1 E 2 ANOS	0
98723	B399	700	13	VIP	M	16	C	22	ENTRE 2 E 4 ANOS	0
98724	B399	700	37	VIP	M	16	C	23	ENTRE 4 E 9 ANOS	0
98725	B399	1000	33	VIP	 	16	C	23	ENTRE 1 E 2 ANOS	0
98726	B399	1000	14	VIP	 	16	C	23	ENTRE 1 E 2 ANOS	0
98727	B399	1000	22	VIP	 	16	C	23	ENTRE 1 E 2 ANOS	0
98728	B399	1000	20	VIP	 	16	C	23	ENTRE 1 E 2 ANOS	0
98729	B341	166	35	EXPERIENTE	F	15	C	30	ENTRE 2 E 4 ANOS	0
98730	B237	100	23	NOVO	M	10	C	NULL	ENTRE 1 E 2 ANOS	0
98731	B237	100	21	NOVO	M	10	C	NULL	ENTRE 1 E 2 ANOS	0
98732	B237	100	27	NOVO	M	10	C	NULL	ENTRE 1 E 2 ANOS	0
98733	B341	470	14	NEUTRO	M	3	C	58	MAIOR OU IGUAL A 15	1
98734	B341	470	21	NEUTRO	M	3	C	58	MAIOR OU IGUAL A 15	1
98735	B341	470	36	NEUTRO	M	3	C	58	MAIOR OU IGUAL A 15	1
98736	B1	227	19	NOVO	I	12	C	NULL	ENTRE 1 E 2 ANOS	0
98737	B1	227	60	NOVO	I	12	C	NULL	ENTRE 1 E 2 ANOS	0
98738	B1	423	27	VIP	F	0	C	61	MAIOR OU IGUAL A 15	1
98739	B237	586	22	NOVO	F	5	C	57	MAIOR OU IGUAL A 15	1
98740	B237	586	17	NOVO	F	5	C	57	MAIOR OU IGUAL A 15	0
98741	B237	586	10	NOVO	F	5	C	57	MAIOR OU IGUAL A 15	0
98742	B1	350	14	NEUTRO	M	16	C	47	ENTRE 1 E 2 ANOS	0
98743	B1	350	14	NEUTRO	M	16	C	48	ENTRE 1 E 2 ANOS	0
98744	B1	350	23	NEUTRO	M	16	C	48	ENTRE 1 E 2 ANOS	0
98745	B104	666	16	NEUTRO	 	14	C	52	ENTRE 2 E 4 ANOS	0
98746	B1	382	21	NEUTRO	M	16	C	49	ENTRE 4 E 9 ANOS	0
98747	B341	579	28	NEUTRO	F	7	C	51	ENTRE 9 E 14 ANOS	1
98748	B341	579	10	NEUTRO	F	7	C	52	ENTRE 9 E 14 ANOS	0
98749	B341	974	14	EXPERIENTE	M	14	C	48	ENTRE 2 E 4 ANOS	0
98750	B341	973	18	EXPERIENTE	M	14	C	48	ENTRE 2 E 4 ANOS	0
98751	B341	973	16	EXPERIENTE	M	14	C	48	ENTRE 2 E 4 ANOS	0
98752	B341	143	11	EXPERIENTE	M	0	C	47	ENTRE 4 E 9 ANOS	1
98753	B341	143	26	EXPERIENTE	M	0	C	47	ENTRE 4 E 9 ANOS	1
98754	B341	143	23	EXPERIENTE	M	0	C	47	ENTRE 4 E 9 ANOS	1
98755	B341	143	11	EXPERIENTE	M	0	C	47	ENTRE 4 E 9 ANOS	1
98756	B341	143	14	EXPERIENTE	M	0	C	47	ENTRE 4 E 9 ANOS	1
98757	B104	880	36	NOVO	M	0	C	51	ENTRE 4 E 9 ANOS	1
98758	B237	323	18	EXPERIENTE	M	7	C	46	ENTRE 4 E 9 ANOS	0
98759	B237	323	14	EXPERIENTE	M	7	C	46	ENTRE 4 E 9 ANOS	0
98760	B237	323	18	EXPERIENTE	M	7	C	46	ENTRE 4 E 9 ANOS	0
98761	B237	323	15	EXPERIENTE	M	7	C	46	ENTRE 4 E 9 ANOS	0
98762	B237	323	19	EXPERIENTE	M	7	C	46	ENTRE 4 E 9 ANOS	0
98763	B237	304	27	NOVO	 	0	C	44	ENTRE 9 E 14 ANOS	1
98764	B341	191	17	NOVO	M	16	C	47	ENTRE 1 E 2 ANOS	0
98765	B341	191	11	NOVO	M	16	C	47	ENTRE 1 E 2 ANOS	0
98766	B237	574	13	NOVO	F	16	C	43	ENTRE 4 E 9 ANOS	0
98767	B237	573	22	NOVO	F	16	C	43	ENTRE 4 E 9 ANOS	0
98768	B237	573	25	NOVO	F	16	C	43	ENTRE 4 E 9 ANOS	0
98769	B1	480	13	EXPERIENTE	M	5	C	42	ENTRE 9 E 14 ANOS	1
98770	B1	480	14	EXPERIENTE	M	5	C	42	ENTRE 9 E 14 ANOS	0
98771	B1	480	27	EXPERIENTE	M	5	C	42	ENTRE 9 E 14 ANOS	0
98772	B21	350	20	VIP	M	0	C	43	MAIOR OU IGUAL A 15	0
98773	B1	891	39	NEUTRO	M	0	C	43	ENTRE 4 E 9 ANOS	0
98774	B1	891	21	NEUTRO	M	0	C	43	ENTRE 4 E 9 ANOS	0
98775	B1	891	18	NEUTRO	M	0	C	43	ENTRE 4 E 9 ANOS	0
98776	B1	891	23	NEUTRO	M	0	C	43	ENTRE 4 E 9 ANOS	0
98777	B341	570	20	NEUTRO	M	16	C	34	MAIOR OU IGUAL A 15	0
98778	B237	675	20	NOVO	M	0	C	37	ENTRE 9 E 14 ANOS	1
98779	B237	297	26	EXPERIENTE	M	4	C	36	ENTRE 9 E 14 ANOS	0
98781	B237	466	13	NOVO	F	0	F	NULL	ENTRE 1 E 2 ANOS	1
98782	B237	466	16	NOVO	F	0	F	NULL	ENTRE 1 E 2 ANOS	0
98783	B237	466	17	NOVO	F	0	F	NULL	ENTRE 1 E 2 ANOS	0
98796	B1	585	33	NOVO	M	14	F	31	ENTRE 9 E 14 ANOS	0
98797	B1	585	29	NOVO	M	14	F	31	ENTRE 9 E 14 ANOS	0
98798	B104	187.43	63	NOVO	M	0	F	28	ENTRE 1 E 2 ANOS	0
98799	B104	187.43	34	NOVO	M	0	F	28	ENTRE 1 E 2 ANOS	0
98800	B341	390.37	20	NEUTRO	M	1	F	35	ENTRE 9 E 14 ANOS	1
98801	B237	920.74	39	VIP	M	16	F	NULL	ENTRE 4 E 9 ANOS	0
98802	B237	920.76	8	VIP	M	16	F	NULL	ENTRE 4 E 9 ANOS	0
98803	B1	1370.04	17	VIP	M	3	F	26	ENTRE 4 E 9 ANOS	0
98808	B237	1675	22	NEUTRO	M	5	F	36	ENTRE 4 E 9 ANOS	0
98809	B237	1349.04	55	NEUTRO	M	7	F	43	ENTRE 4 E 9 ANOS	0
98810	B237	1346	22	NEUTRO	M	7	F	43	ENTRE 4 E 9 ANOS	0
98811	B237	1346	59	NEUTRO	M	7	F	43	ENTRE 4 E 9 ANOS	0
98812	B237	1346	22	NEUTRO	M	7	F	43	ENTRE 4 E 9 ANOS	0
