CODIGO	CD_BANCO	VALOR	DIAS_PRIMEIRA_PARCELA	TIPO_CLIENTE	CD_SEXO	QTDE_DIVIDAS_ANTERIORES	CD_CARTEIRA_CLIENTE	IDADE	GRUPO_IDADE_CONTA	ALVO_1_0
10360	B237	45	28	NOVO	F	12	G	27	ENTRE 9 E 14 ANOS	0
10361	B341	114.29	21	NOVO	F	16	G	33	ENTRE 9 E 14 ANOS	0
10362	B341	114.29	43	NOVO	F	16	G	33	ENTRE 9 E 14 ANOS	0
10363	B341	114.29	116	NOVO	F	16	G	33	ENTRE 9 E 14 ANOS	0
10364	B341	114.29	85	NOVO	F	16	G	33	ENTRE 9 E 14 ANOS	0
10365	B745	49.99	18	EXPERIENTE	M	0	G	32	ENTRE 9 E 14 ANOS	1
10366	B237	88.96	45	NOVO	M	7	G	33	ENTRE 9 E 14 ANOS	0
10367	B237	88.96	25	NOVO	M	7	G	33	ENTRE 9 E 14 ANOS	0
10368	B237	88.97	20	NOVO	M	7	G	33	ENTRE 9 E 14 ANOS	0
10369	B237	69.99	45	NEUTRO	M	16	G	33	ENTRE 9 E 14 ANOS	1
10370	B341	258.97	30	EXPERIENTE	M	16	G	32	ENTRE 9 E 14 ANOS	0
10371	B356	137.85	29	EXPERIENTE	F	16	G	29	ENTRE 9 E 14 ANOS	0
10372	B356	137.83	29	EXPERIENTE	F	16	G	29	ENTRE 9 E 14 ANOS	0
10373	B356	137.83	27	EXPERIENTE	F	16	G	29	ENTRE 9 E 14 ANOS	0
10374	B356	137.83	21	EXPERIENTE	F	16	G	29	ENTRE 9 E 14 ANOS	0
10375	B356	137.83	32	EXPERIENTE	F	16	G	29	ENTRE 9 E 14 ANOS	0
10376	B237	59.98	34	EXPERIENTE	F	8	G	30	ENTRE 9 E 14 ANOS	0
10377	B237	59.98	31	EXPERIENTE	F	8	G	30	ENTRE 9 E 14 ANOS	0
10378	B237	59.98	22	EXPERIENTE	F	8	G	30	ENTRE 9 E 14 ANOS	0
10379	B237	36.33	28	EXPERIENTE	F	10	G	30	ENTRE 9 E 14 ANOS	0
10380	B356	171.75	43	NEUTRO	F	16	G	29	ENTRE 9 E 14 ANOS	0
10381	B356	171.75	24	NEUTRO	F	16	G	29	ENTRE 9 E 14 ANOS	0
10382	B1	64.43	113	NEUTRO	F	7	G	28	ENTRE 9 E 14 ANOS	0
10383	B237	126.5	26	NOVO	F	16	G	27	ENTRE 9 E 14 ANOS	0
10384	B237	72.16	19	VIP	F	0	G	25	ENTRE 9 E 14 ANOS	1
10385	B341	78.2	25	NOVO	M	8	G	NULL	ENTRE 9 E 14 ANOS	0
10386	B341	78.2	33	NOVO	M	8	G	NULL	ENTRE 9 E 14 ANOS	0
10387	B341	78.2	28	NOVO	M	8	G	NULL	ENTRE 9 E 14 ANOS	0
10388	B341	78.2	29	NOVO	M	8	G	NULL	ENTRE 9 E 14 ANOS	0
10389	B341	78.18	20	NOVO	M	8	G	NULL	ENTRE 9 E 14 ANOS	0
10390	B33	90.49	24	NOVO	 	0	G	21	ENTRE 9 E 14 ANOS	0
10391	B33	90.49	26	NOVO	 	0	G	21	ENTRE 9 E 14 ANOS	0
10392	B237	62.33	22	EXPERIENTE	F	10	G	NULL	ENTRE 9 E 14 ANOS	1
10393	B356	42.22	25	NOVO	F	13	G	NULL	ENTRE 9 E 14 ANOS	1
10394	B237	75.43	25	NOVO	F	16	G	NULL	ENTRE 9 E 14 ANOS	0
10395	B237	75.45	49	NOVO	F	16	G	NULL	ENTRE 9 E 14 ANOS	0
10396	B237	75.45	43	NOVO	F	16	G	NULL	ENTRE 9 E 14 ANOS	0
10397	B237	75.45	116	NOVO	F	16	G	NULL	ENTRE 9 E 14 ANOS	0
10398	B341	191.99	28	NOVO	F	16	G	34	ENTRE 9 E 14 ANOS	0
10399	B341	191.99	20	NOVO	F	16	G	34	ENTRE 9 E 14 ANOS	0
10400	B341	191.99	21	NOVO	F	16	G	34	ENTRE 9 E 14 ANOS	0
10401	B341	191.99	11	NOVO	F	16	G	35	ENTRE 9 E 14 ANOS	0
10402	B237	195	50	EXPERIENTE	M	13	E	53	ENTRE 9 E 14 ANOS	0
10405	B341	170	44	NEUTRO	M	16	E	36	ENTRE 2 E 4 ANOS	0
10406	B341	266	67	EXPERIENTE	M	0	E	35	ENTRE 4 E 9 ANOS	0
10413	B341	100	22	NOVO	F	4	G	NULL	ENTRE 9 E 14 ANOS	0
10414	B341	100	12	NOVO	F	4	G	NULL	ENTRE 9 E 14 ANOS	0
10415	B237	55	32	NOVO	F	16	G	40	ENTRE 9 E 14 ANOS	1
10416	B409	90	26	EXPERIENTE	F	0	G	41	ENTRE 9 E 14 ANOS	0
10417	B409	90	27	EXPERIENTE	F	0	G	41	ENTRE 9 E 14 ANOS	1
10418	B151	50	32	VIP	M	0	G	37	ENTRE 9 E 14 ANOS	1
10419	B341	119.98	83	NOVO	M	7	G	43	ENTRE 2 E 4 ANOS	0
10420	B356	52.18	35	NOVO	F	16	G	41	ENTRE 9 E 14 ANOS	0
10421	B356	52.19	20	NOVO	F	16	G	41	ENTRE 9 E 14 ANOS	0
10422	B341	129.96	43	NOVO	M	8	G	37	ENTRE 9 E 14 ANOS	0
10423	B341	129.96	60	NOVO	M	8	G	37	ENTRE 9 E 14 ANOS	0
10424	B341	129.96	29	NOVO	M	8	G	37	ENTRE 9 E 14 ANOS	0
10425	B237	209.98	27	NOVO	F	1	G	32	ENTRE 9 E 14 ANOS	1
10426	B341	320	28	EXPERIENTE	F	10	G	30	ENTRE 9 E 14 ANOS	1
10427	B341	320	24	EXPERIENTE	F	10	G	30	ENTRE 9 E 14 ANOS	0
10428	B33	99.99	27	NOVO	F	12	G	25	ENTRE 9 E 14 ANOS	0
10429	B33	99.99	48	NOVO	F	12	G	25	ENTRE 9 E 14 ANOS	0
10430	B33	99.98	120	NOVO	F	12	G	25	ENTRE 9 E 14 ANOS	0
10431	B341	65.39	55	NOVO	M	2	G	57	ENTRE 9 E 14 ANOS	0
10432	B341	65.38	33	NOVO	M	2	G	57	ENTRE 9 E 14 ANOS	0
10433	B341	65.38	18	NOVO	M	2	G	57	ENTRE 9 E 14 ANOS	0
10434	B341	65.39	29	NOVO	M	2	G	57	ENTRE 9 E 14 ANOS	0
10435	B341	65.39	20	NOVO	M	2	G	57	ENTRE 9 E 14 ANOS	0
10436	B356	117.31	27	EXPERIENTE	 	12	G	32	ENTRE 4 E 9 ANOS	1
10437	B356	117.31	27	EXPERIENTE	 	12	G	32	ENTRE 4 E 9 ANOS	1
10438	B33	43.74	28	NEUTRO	M	10	G	31	ENTRE 9 E 14 ANOS	0
10439	B33	43.75	15	NEUTRO	M	10	G	31	ENTRE 9 E 14 ANOS	0
10440	B33	43.73	22	NEUTRO	M	10	G	31	ENTRE 9 E 14 ANOS	0
10441	B399	34.99	19	NOVO	M	2	G	30	ENTRE 9 E 14 ANOS	0
10442	B237	52.86	29	EXPERIENTE	 	0	G	32	ENTRE 9 E 14 ANOS	0
10443	B237	52.82	31	EXPERIENTE	 	0	G	32	ENTRE 9 E 14 ANOS	0
10444	B237	52.82	15	EXPERIENTE	 	0	G	32	ENTRE 9 E 14 ANOS	0
10445	B237	52.82	24	EXPERIENTE	 	0	G	32	ENTRE 9 E 14 ANOS	0
10446	B237	52.82	27	EXPERIENTE	 	0	G	32	ENTRE 9 E 14 ANOS	0
10446	B237	52.82	27	EXPERIENTE	 	0	G	32	ENTRE 9 E 14 ANOS	0
10448	B33	137.49	20	NOVO	F	10	G	20	ENTRE 9 E 14 ANOS	1
10449	B33	137.49	29	NOVO	F	10	G	20	ENTRE 9 E 14 ANOS	1
10450	B33	137.49	25	NOVO	F	10	G	20	ENTRE 9 E 14 ANOS	0
10451	B399	140	33	NEUTRO	F	16	G	26	ENTRE 9 E 14 ANOS	0
10452	B399	140	18	NEUTRO	F	16	G	26	ENTRE 9 E 14 ANOS	0
10453	B399	140	28	NEUTRO	F	16	G	26	ENTRE 9 E 14 ANOS	0
10454	B399	140	20	NEUTRO	F	16	G	26	ENTRE 9 E 14 ANOS	0
10455	B341	146	21	EXPERIENTE	F	5	G	26	ENTRE 9 E 14 ANOS	1
10456	B341	146	35	EXPERIENTE	F	5	G	26	ENTRE 9 E 14 ANOS	0
10457	B341	146	110	EXPERIENTE	F	5	G	27	ENTRE 9 E 14 ANOS	0
10458	B341	150	116	EXPERIENTE	F	1	G	25	ENTRE 9 E 14 ANOS	0
10459	B237	580	22	NOVO	M	3	G	NULL	ENTRE 9 E 14 ANOS	0
10460	B341	209.98	57	NOVO	F	7	G	NULL	ENTRE 9 E 14 ANOS	0
10461	B341	209.98	29	NOVO	F	7	G	NULL	ENTRE 9 E 14 ANOS	0
10462	B356	318	44	NOVO	F	16	G	48	ENTRE 9 E 14 ANOS	0
10463	B356	318	62	NOVO	F	16	G	48	ENTRE 9 E 14 ANOS	0
10464	B356	318	32	NOVO	F	16	G	48	ENTRE 9 E 14 ANOS	0
10465	B356	318	17	NOVO	F	16	G	48	ENTRE 9 E 14 ANOS	0
10466	B356	318	29	NOVO	F	16	G	49	ENTRE 9 E 14 ANOS	0
10467	B33	66	20	NOVO	F	0	G	NULL	ENTRE 9 E 14 ANOS	1
10468	B356	198	32	NOVO	M	16	G	NULL	ENTRE 9 E 14 ANOS	0
10469	B356	198	21	NOVO	M	16	G	NULL	ENTRE 9 E 14 ANOS	0
10470	B356	198	28	NOVO	M	16	G	NULL	ENTRE 9 E 14 ANOS	0
10471	B356	198	20	NOVO	M	16	G	NULL	ENTRE 9 E 14 ANOS	0
10474	B1	200	55	NEUTRO	F	0	F	43	ENTRE 9 E 14 ANOS	1
10475	B33	56	80	NOVO	M	2	F	43	ENTRE 9 E 14 ANOS	0
10485	B341	291.81	25	EXPERIENTE	M	1	F	64	MAIOR OU IGUAL A 15	1
10487	B409	96.18	24	EXPERIENTE	M	1	F	35	ENTRE 2 E 4 ANOS	1
10492	B1	123	14	VIP	M	16	F	50	ENTRE 4 E 9 ANOS	0
10493	B33	1200	12	NEUTRO	F	16	F	49	MAIOR OU IGUAL A 15	0
10494	B237	143	16	VIP	F	6	F	50	ENTRE 1 E 2 ANOS	1
10495	B341	163.9	15	NOVO	M	16	F	NULL	ENTRE 1 E 2 ANOS	0
10496	B341	161	17	NOVO	M	16	F	NULL	ENTRE 1 E 2 ANOS	0
10497	B341	109	11	NOVO	F	6	F	44	ENTRE 9 E 14 ANOS	1
10501	B237	203	14	VIP	F	0	F	42	ENTRE 9 E 14 ANOS	1
10504	B341	219	14	EXPERIENTE	F	0	F	31	ENTRE 4 E 9 ANOS	1
10505	B341	219	17	EXPERIENTE	F	0	F	31	ENTRE 4 E 9 ANOS	1
10506	B104	185	14	EXPERIENTE	M	16	F	36	ENTRE 9 E 14 ANOS	0
10507	B104	185	11	EXPERIENTE	M	16	F	36	ENTRE 9 E 14 ANOS	0
10511	B237	57	11	NOVO	F	12	F	27	ENTRE 4 E 9 ANOS	1
10513	B33	277	14	NOVO	M	16	F	30	ENTRE 1 E 2 ANOS	0
10514	B33	277	14	NOVO	M	16	F	30	ENTRE 1 E 2 ANOS	0
10515	B33	277	20	NOVO	M	16	F	30	ENTRE 1 E 2 ANOS	0
10516	B341	178.5	11	VIP	F	0	F	38	ENTRE 4 E 9 ANOS	1
10517	B33	84	17	VIP	M	14	F	36	MAIOR OU IGUAL A 15	0
10518	B33	83	15	VIP	M	14	F	37	MAIOR OU IGUAL A 15	0
10519	B33	83	14	VIP	M	14	F	37	MAIOR OU IGUAL A 15	0
10520	B237	191.8	10	NEUTRO	F	8	F	33	ATÉ 1 ANO	1
10523	B33	36	18	NOVO	M	16	F	34	ENTRE 4 E 9 ANOS	0
10524	B33	36	13	NOVO	M	16	F	34	ENTRE 4 E 9 ANOS	0
10525	B341	74	16	NEUTRO	M	1	F	39	ENTRE 1 E 2 ANOS	1
10529	B237	30	11	NOVO	F	0	F	28	ENTRE 4 E 9 ANOS	1
10530	B356	200	17	EXPERIENTE	 	0	F	27	ENTRE 2 E 4 ANOS	0
10531	B356	200	17	EXPERIENTE	 	0	F	27	ENTRE 2 E 4 ANOS	0
10532	B356	100	18	NOVO	M	3	F	27	ENTRE 4 E 9 ANOS	0
10533	B341	87	18	NEUTRO	M	1	F	29	ENTRE 2 E 4 ANOS	0
10535	B33	113	14	EXPERIENTE	M	2	F	24	ENTRE 2 E 4 ANOS	1
10536	B33	53	20	EXPERIENTE	M	2	F	25	ENTRE 9 E 14 ANOS	0
10537	B341	136	9	NOVO	M	1	F	NULL	ATÉ 1 ANO	0
10538	B341	134	8	NOVO	M	1	F	NULL	ATÉ 1 ANO	0
10539	B341	134	8	NOVO	M	1	F	NULL	ATÉ 1 ANO	0
10540	B341	135	16	VIP	F	16	F	NULL	ENTRE 1 E 2 ANOS	0
10545	B341	411	14	NEUTRO	F	16	F	30	ENTRE 9 E 14 ANOS	0
10546	B341	411	15	NEUTRO	F	16	F	30	ENTRE 9 E 14 ANOS	0
10547	B356	491	17	NOVO	M	0	F	41	ENTRE 1 E 2 ANOS	0
10548	B399	288.1	32	NOVO	M	16	F	44	ENTRE 1 E 2 ANOS	0
10549	B399	288	16	NOVO	M	16	F	44	ENTRE 1 E 2 ANOS	0
10550	B399	288	15	NOVO	M	16	F	44	ENTRE 1 E 2 ANOS	0
10551	B237	400	13	NOVO	M	16	F	52	ENTRE 9 E 14 ANOS	0
10552	B237	400	18	NOVO	M	16	F	52	ENTRE 9 E 14 ANOS	0
10553	B237	400	10	NOVO	M	16	F	52	ENTRE 9 E 14 ANOS	0
10554	B341	469	17	NOVO	M	16	F	NULL	ENTRE 1 E 2 ANOS	0
10555	B33	173.5	8	NEUTRO	 	5	F	46	ENTRE 9 E 14 ANOS	0
10556	B341	580	8	VIP	F	0	F	51	MAIOR OU IGUAL A 15	1
10557	B1	131	11	VIP	F	0	F	81	MAIOR OU IGUAL A 15	1
10558	B341	400	12	EXPERIENTE	F	16	F	47	MAIOR OU IGUAL A 15	0
10559	B341	400	14	EXPERIENTE	F	16	F	47	MAIOR OU IGUAL A 15	0
10561	B1	127.1	14	NEUTRO	M	16	F	41	ENTRE 9 E 14 ANOS	0
10562	B1	126	13	NEUTRO	M	16	F	41	ENTRE 9 E 14 ANOS	0
10563	B1	126	13	NEUTRO	M	16	F	41	ENTRE 9 E 14 ANOS	0
10564	B341	93	10	EXPERIENTE	I	0	F	40	ENTRE 2 E 4 ANOS	0
10565	B341	92	8	EXPERIENTE	I	0	F	40	ENTRE 4 E 9 ANOS	0
10566	B33	132	13	VIP	F	0	F	42	ENTRE 1 E 2 ANOS	1
10567	B33	131	7	VIP	F	0	F	42	ENTRE 1 E 2 ANOS	1
10568	B33	74	22	NEUTRO	F	0	F	41	ENTRE 1 E 2 ANOS	1
10569	B33	253	8	NOVO	F	6	F	40	ENTRE 1 E 2 ANOS	0
10570	B33	253	20	NOVO	F	6	F	40	ENTRE 1 E 2 ANOS	0
10571	B341	384	10	EXPERIENTE	F	0	F	36	MAIOR OU IGUAL A 15	1
10572	B356	163	14	NOVO	F	14	F	36	ENTRE 1 E 2 ANOS	0
10573	B356	163	20	NOVO	F	14	F	36	ENTRE 1 E 2 ANOS	0
10574	B33	216	17	EXPERIENTE	F	0	F	36	ENTRE 1 E 2 ANOS	1
10575	B341	285.9	25	NOVO	M	15	F	34	ENTRE 4 E 9 ANOS	1
10576	B341	284	14	NOVO	M	15	F	34	ENTRE 4 E 9 ANOS	0
10577	B341	243	15	VIP	F	0	F	31	ENTRE 4 E 9 ANOS	0
10578	B341	345	18	EXPERIENTE	F	0	F	31	ENTRE 4 E 9 ANOS	0
10579	B341	157	11	EXPERIENTE	F	0	F	31	ENTRE 4 E 9 ANOS	1
10580	B341	156	23	EXPERIENTE	F	0	F	31	ENTRE 4 E 9 ANOS	1
10581	B341	156	19	EXPERIENTE	F	0	F	31	ENTRE 4 E 9 ANOS	1
10582	B104	185	11	EXPERIENTE	M	16	F	36	ENTRE 9 E 14 ANOS	0
10583	B104	184	14	EXPERIENTE	M	16	F	36	ENTRE 9 E 14 ANOS	0
10584	B33	259	22	NOVO	M	12	F	51	ENTRE 1 E 2 ANOS	0
10585	B33	259	15	NOVO	M	12	F	51	ENTRE 1 E 2 ANOS	0
10586	B33	100	15	EXPERIENTE	F	0	F	35	ENTRE 4 E 9 ANOS	1
10587	B33	50	19	NOVO	F	16	F	53	ENTRE 9 E 14 ANOS	0
10588	B33	62	14	VIP	M	14	F	36	MAIOR OU IGUAL A 15	0
10589	B33	62	16	VIP	M	14	F	37	MAIOR OU IGUAL A 15	0
10590	B422	355	14	EXPERIENTE	F	0	F	32	ENTRE 1 E 2 ANOS	1
10591	B341	230	15	NOVO	M	3	F	35	ENTRE 2 E 4 ANOS	1
10592	B341	230	19	NOVO	M	3	F	35	ENTRE 2 E 4 ANOS	1
10593	B341	342	10	EXPERIENTE	M	16	F	32	ENTRE 2 E 4 ANOS	0
10594	B341	341	14	EXPERIENTE	M	16	F	32	ENTRE 2 E 4 ANOS	0
10595	B341	116	21	NOVO	M	16	F	28	ENTRE 2 E 4 ANOS	0
10596	B237	83	11	NEUTRO	M	0	F	30	ENTRE 2 E 4 ANOS	1
10597	B341	259	20	EXPERIENTE	F	9	F	43	ENTRE 9 E 14 ANOS	0
10598	B341	95	21	NOVO	F	0	F	26	ENTRE 4 E 9 ANOS	0
10599	B33	61	17	NOVO	M	9	F	25	ATÉ 1 ANO	0
10600	B33	59	14	NOVO	M	9	F	25	ATÉ 1 ANO	0
10601	B33	40	15	NOVO	M	9	F	25	ATÉ 1 ANO	0
10602	B33	40	21	NOVO	M	9	F	25	ATÉ 1 ANO	0
10603	B33	40	16	NOVO	M	9	F	25	ENTRE 1 E 2 ANOS	0
10604	B399	165	13	NOVO	F	16	F	23	ENTRE 2 E 4 ANOS	0
10605	B33	118	17	NOVO	M	8	F	23	ENTRE 2 E 4 ANOS	0
10606	B341	183	14	NOVO	F	9	F	NULL	ENTRE 1 E 2 ANOS	0
10607	B341	153	18	NOVO	M	0	F	NULL	ENTRE 1 E 2 ANOS	0
10608	B341	153	16	NOVO	M	0	F	NULL	ENTRE 1 E 2 ANOS	0
10609	B356	300	13	NOVO	M	16	F	NULL	ENTRE 1 E 2 ANOS	0
10610	B356	300	21	NOVO	M	16	F	NULL	ENTRE 1 E 2 ANOS	0
10611	B356	300	10	NOVO	M	16	F	NULL	ENTRE 1 E 2 ANOS	0
10612	B237	80	14	VIP	I	0	F	38	ENTRE 4 E 9 ANOS	1
10613	B237	80	16	VIP	I	0	F	38	ENTRE 4 E 9 ANOS	1
10614	B237	80	14	VIP	I	0	F	38	ENTRE 4 E 9 ANOS	1
10615	B237	156	15	VIP	I	0	F	38	ENTRE 4 E 9 ANOS	1
10616	B237	156	13	VIP	I	0	F	38	ENTRE 4 E 9 ANOS	1
10617	B237	160	13	NOVO	F	0	F	51	MAIOR OU IGUAL A 15	1
10619	B341	147	15	NOVO	F	16	F	49	MAIOR OU IGUAL A 15	0
10620	B104	246	21	NOVO	M	16	F	NULL	ATÉ 1 ANO	0
10621	B341	194	14	EXPERIENTE	F	0	F	43	MAIOR OU IGUAL A 15	1
10622	B341	400	16	VIP	F	0	F	43	MAIOR OU IGUAL A 15	1
10622	B341	400	16	VIP	F	0	F	43	MAIOR OU IGUAL A 15	1
10623	B33	149	16	NOVO	F	16	F	46	MAIOR OU IGUAL A 15	0
10624	B33	300	15	NOVO	F	16	F	46	MAIOR OU IGUAL A 15	0
10625	B341	235	15	VIP	F	16	F	38	MAIOR OU IGUAL A 15	0
10626	B341	235	15	VIP	F	16	F	38	MAIOR OU IGUAL A 15	0
10627	B341	235	15	VIP	F	16	F	38	MAIOR OU IGUAL A 15	0
10628	B341	345	15	EXPERIENTE	F	3	F	38	MAIOR OU IGUAL A 15	0
10629	B341	345	13	EXPERIENTE	F	3	F	38	MAIOR OU IGUAL A 15	0
10630	B341	330	13	NOVO	F	16	F	32	ENTRE 4 E 9 ANOS	0
10631	B341	129	7	EXPERIENTE	F	0	F	60	ENTRE 9 E 14 ANOS	1
10632	B33	181	7	NOVO	F	16	F	31	ENTRE 1 E 2 ANOS	0
10633	B33	181	25	NOVO	F	16	F	31	ENTRE 1 E 2 ANOS	0
10634	B33	181	15	NOVO	F	16	F	31	ENTRE 1 E 2 ANOS	0
10635	B341	364	20	NOVO	 	9	F	NULL	ENTRE 1 E 2 ANOS	0
10636	B341	364	18	NOVO	 	9	F	NULL	ENTRE 1 E 2 ANOS	0
10637	B237	233	15	EXPERIENTE	F	4	F	35	ENTRE 9 E 14 ANOS	0
10639	B33	274	14	NOVO	M	16	F	32	ENTRE 1 E 2 ANOS	0
10640	B33	272	16	NOVO	M	16	F	32	ENTRE 1 E 2 ANOS	0
10641	B341	172	14	NOVO	F	14	F	26	ENTRE 4 E 9 ANOS	0
10643	B341	155	15	NOVO	 	2	F	27	ENTRE 4 E 9 ANOS	1
10645	B341	215	13	NOVO	M	16	F	NULL	ENTRE 1 E 2 ANOS	0
10646	B341	215	23	NOVO	M	16	F	NULL	ENTRE 1 E 2 ANOS	0
10647	B237	112	13	VIP	M	11	F	64	ENTRE 9 E 14 ANOS	1
10648	B237	112	14	VIP	M	11	F	64	ENTRE 9 E 14 ANOS	1
10650	B341	226	10	EXPERIENTE	F	4	F	41	MAIOR OU IGUAL A 15	0
10651	B237	312	13	NEUTRO	M	0	F	70	MAIOR OU IGUAL A 15	1
10655	B237	133	16	NOVO	 	0	F	30	ENTRE 1 E 2 ANOS	0
10656	B237	133	14	NOVO	 	0	F	31	ENTRE 1 E 2 ANOS	0
10657	B33	400	10	EXPERIENTE	F	16	F	50	ENTRE 9 E 14 ANOS	1
10658	B33	400	14	EXPERIENTE	F	16	F	51	ENTRE 9 E 14 ANOS	1
10660	B341	295	14	NOVO	M	0	F	NULL	ENTRE 1 E 2 ANOS	0
10661	B341	293	11	NOVO	M	0	F	NULL	ENTRE 2 E 4 ANOS	0
10662	B341	293	16	NOVO	M	0	F	NULL	ENTRE 2 E 4 ANOS	0
10665	B341	300	13	NOVO	F	0	F	46	MAIOR OU IGUAL A 15	1
10667	B341	309	20	NOVO	F	16	F	34	ENTRE 4 E 9 ANOS	0
10668	B341	308	10	NOVO	F	16	F	34	ENTRE 4 E 9 ANOS	0
10669	B341	308	18	NOVO	F	16	F	34	ENTRE 4 E 9 ANOS	0
10670	B104	590	11	NOVO	 	16	F	62	ATÉ 1 ANO	0
10671	B104	590	9	NOVO	 	16	F	62	ATÉ 1 ANO	0
10672	B341	261	12	VIP	F	0	F	31	ENTRE 9 E 14 ANOS	1
10673	B1	228	15	NEUTRO	F	0	F	91	MAIOR OU IGUAL A 15	1
10674	B341	340	12	NEUTRO	F	16	F	55	ENTRE 9 E 14 ANOS	1
10675	B341	340	11	NEUTRO	F	16	F	55	MAIOR OU IGUAL A 15	1
10680	B341	400	13	NOVO	M	16	F	NULL	ENTRE 1 E 2 ANOS	0
10681	B341	400	7	NOVO	M	16	F	NULL	ENTRE 1 E 2 ANOS	0
10682	B1	350	14	NOVO	F	13	F	37	ENTRE 1 E 2 ANOS	0
10683	B1	350	21	NOVO	F	13	F	38	ENTRE 1 E 2 ANOS	0
10690	B409	153	14	EXPERIENTE	M	13	F	37	ENTRE 9 E 14 ANOS	1
10691	B1	286	31	VIP	F	0	F	48	ENTRE 9 E 14 ANOS	1
10692	B237	121	14	NEUTRO	F	15	F	40	ENTRE 4 E 9 ANOS	0
10693	B237	120	16	NEUTRO	F	15	F	40	ENTRE 4 E 9 ANOS	0
10694	B237	223	15	NEUTRO	F	15	F	40	ENTRE 4 E 9 ANOS	0
10695	B237	223	14	NEUTRO	F	15	F	40	ENTRE 4 E 9 ANOS	0
10696	B33	166	19	NEUTRO	F	16	F	37	ENTRE 1 E 2 ANOS	0
10697	B33	166	14	NEUTRO	F	16	F	37	ENTRE 1 E 2 ANOS	0
10698	B745	300	7	EXPERIENTE	F	0	F	38	ENTRE 1 E 2 ANOS	1
10700	B409	294	13	NOVO	M	16	F	36	ENTRE 1 E 2 ANOS	0
10701	B356	240	14	EXPERIENTE	F	13	F	33	ENTRE 9 E 14 ANOS	1
10702	B33	106	17	NOVO	M	11	F	34	ENTRE 2 E 4 ANOS	0
10703	B33	106	14	NOVO	M	11	F	34	ENTRE 2 E 4 ANOS	0
10706	B341	363	15	NOVO	F	16	F	30	ENTRE 2 E 4 ANOS	0
10707	B341	361	15	NOVO	F	16	F	30	ENTRE 2 E 4 ANOS	0
10708	B341	361	14	NOVO	F	16	F	30	ENTRE 2 E 4 ANOS	0
10709	B33	109	23	EXPERIENTE	M	2	F	24	ENTRE 2 E 4 ANOS	1
10710	B33	109	18	EXPERIENTE	M	2	F	24	ENTRE 2 E 4 ANOS	0
10711	B33	150	14	NOVO	F	0	F	NULL	ENTRE 1 E 2 ANOS	0
10712	B341	217	13	NOVO	F	14	F	NULL	ATÉ 1 ANO	0
10716	B33	194	14	NOVO	 	16	F	NULL	ENTRE 1 E 2 ANOS	0
10717	B33	192	15	NOVO	 	16	F	NULL	ENTRE 1 E 2 ANOS	0
10718	B33	192	16	NOVO	 	16	F	NULL	ENTRE 1 E 2 ANOS	0
10719	B1	139	8	EXPERIENTE	F	0	F	35	ENTRE 4 E 9 ANOS	1
10720	B1	139	9	EXPERIENTE	F	0	F	35	ENTRE 4 E 9 ANOS	0
10721	B341	296	13	NOVO	F	16	F	32	ENTRE 4 E 9 ANOS	0
10722	B356	286.6	15	NOVO	F	16	F	37	ENTRE 1 E 2 ANOS	0
10723	B356	286.6	14	NOVO	F	16	F	37	ENTRE 1 E 2 ANOS	0
10732	B341	289	14	NEUTRO	F	14	F	NULL	ATÉ 1 ANO	0
10733	B341	288	7	NEUTRO	F	14	F	NULL	ENTRE 1 E 2 ANOS	0
10734	B341	288	17	NEUTRO	F	14	F	NULL	ENTRE 1 E 2 ANOS	0
10740	B341	244	15	NOVO	F	16	F	NULL	ATÉ 1 ANO	0
10741	B341	244	15	NOVO	F	16	F	NULL	ATÉ 1 ANO	0
10746	B399	233	20	VIP	F	16	F	51	ENTRE 1 E 2 ANOS	1
10747	B399	233	14	VIP	F	16	F	51	ENTRE 1 E 2 ANOS	1
10748	B237	93.9	11	NOVO	F	0	F	29	ATÉ 1 ANO	0
10749	B237	93	14	NOVO	F	0	F	29	ATÉ 1 ANO	0
10750	B237	93	13	NOVO	F	0	F	30	ATÉ 1 ANO	0
10753	B341	293	12	EXPERIENTE	F	0	F	45	MAIOR OU IGUAL A 15	0
10755	B399	135	14	EXPERIENTE	F	0	F	45	ENTRE 4 E 9 ANOS	1
10756	B399	77	15	EXPERIENTE	F	16	F	45	ENTRE 1 E 2 ANOS	1
10759	B341	386	14	EXPERIENTE	F	0	F	42	ENTRE 9 E 14 ANOS	1
10760	B341	386	14	EXPERIENTE	F	0	F	42	ENTRE 9 E 14 ANOS	1
10761	B1	187	14	EXPERIENTE	I	0	F	38	ENTRE 4 E 9 ANOS	1
10762	B33	379.5	8	NEUTRO	M	0	F	35	ENTRE 9 E 14 ANOS	0
10763	B33	379.5	14	NEUTRO	M	0	F	35	ENTRE 9 E 14 ANOS	0
10764	B341	310.66	19	NEUTRO	M	3	F	37	ENTRE 9 E 14 ANOS	0
10765	B341	310.66	8	NEUTRO	M	3	F	37	ENTRE 9 E 14 ANOS	0
10766	B341	310.68	14	NEUTRO	M	3	F	37	ENTRE 9 E 14 ANOS	0
10767	B33	655.4	11	VIP	F	0	F	52	ENTRE 2 E 4 ANOS	1
10768	B33	363	14	VIP	F	0	F	44	ENTRE 9 E 14 ANOS	1
10769	B33	363	15	VIP	F	0	F	44	ENTRE 9 E 14 ANOS	0
